id;opis;energia_(kcal);woda_(g);masa_kałowa_(g);białko_(g);tłuszcze_(g);węglowodany_(g);cukry_proste_(g);tłuszcze_nasycone_(g);witamina_d_(µg);----;----;----
21341;MCDONALD'S,BIG BRKFST;285;50,68;2,3;10,16;19,37;17,5;0,93;6,405;;0,155964278120349;0,322825;18,8172043010753
21343;MCDONALD'S,LOFAT CARAMEL SAU;313;22,5;0,82;1,89;3,25;71,53;43,21;1,772;;0,58669623059867;0,31255;1,65540384170331
21344;MCDONALD'S,DOUBLE CHEESEBURGER;282;47;2,63;15,5;16,09;18,79;4,23;6,998;;0,22286621675268;0,3282375;4,44208037825059
21345;MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS;262;50,34;2,05;16,96;16,22;14,43;3,49;6,473;;0,209262759924386;0,3223125;4,13467048710602
21346;MCDONALD'S,NEWMAN'S OWN COBB DRSNG;196;66,41;1,96;1,69;14,45;15,49;7,79;2,77;0;0,33386025924755;0,21315;1,98844672657253
21347;MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG;319;54,9;3,19;3,56;31,5;6,85;3;5,86;;0,211405392507755;0,3629375;2,28333333333333
21348;MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE;86;66,05;3,17;0,19;5,94;24,65;6,74;0,87;0;0,247238466536712;0,153025;3,65727002967359
21349;MCDONALD'S,NEWMAN'S OWN RANCH DRSNG;313;51,35;2,71;2,62;26,57;16,75;6,57;4,36;;0,237919024814976;0,3448875;2,54946727549467
21350;MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE);234;52,76;1,91;12,79;11,57;21,01;3,7;4,162;;0,173286312541327;0,274425;5,67837837837838
21355;MCDONALD'S,MCCHICKEN SNDWCH;273;46,11;2,28;10,43;13,21;27,97;3,57;2,346;;0,114628947878318;0,302175;7,83473389355742
21356;MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE);240;47,43;2,08;11,08;8,46;30,95;4,16;1,636;;0,114795008912656;0,2699125;7,43990384615385
21357;MCDONALD'S,EGG MCMUFFIN;228;52,58;2,45;13,64;9,66;21,67;2,13;3,592;;0,127240382477207;0,2631125;10,1737089201878
21358;MCDONALD'S,SAUSAGE MCMUFFIN;333;38,94;2,81;12,66;21,06;24,52;1,93;7,253;;0,157675137362637;0,381675;12,7046632124352
21359;MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG;274;49,96;2,34;12,59;17,83;17,28;1,57;6,008;;0,158867924528302;0,3217875;11,0063694267516
21360;MCDONALD'S,BACON EGG & CHS BISCUIT;304;42,29;3,23;13,45;18,77;22,26;2,18;8,262;;0,191666666666667;0,3552375;10,2110091743119
21361;MCDONALD'S,SAUSAGE BISCUIT;376;34,71;3,07;9,62;25,4;27,2;1,97;10,659;;0,202973320475731;0,416125;13,8071065989848
21362;MCDONALD'S,SAUSAGE BISCUIT W/ EGG;311;44,62;2,57;11,27;22,26;19,28;1,43;8,628;;0,190456352963454;0,3653375;13,4825174825175
21363;MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE;285;45,91;1,82;7,56;15,23;29,48;9,88;4,642;;0,277826669217524;0,3101;2,98380566801619
21364;MCDONALD'S,HOTCAKES & SAUSAGE;294;40,7;1,44;7,81;12,5;37,55;7,29;3,646;;0,18900795022468;0,314625;5,15089163237311
21365;MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP);272;40,6;1,21;4,05;8,06;46,08;20,58;0,818;;0,367726413473105;0,2787125;2,23906705539359
21376;MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK;81;81,42;1,52;10,28;3,14;3,64;1,73;1,235;;0,17379835873388;0,1093;2,10404624277457
21377;MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK;122;77,38;1,41;8,82;6,3;6,08;1,53;1,622;;0,148679245283019;0,140925;3,97385620915033
21378;MCDONALD'S,BACON RANCH SALAD WO/ CHICK;61;87,2;0,96;4,14;3,64;4,2;2,14;1,507;;0,304424040066778;0,078025;1,96261682242991
21379;MCDONALD'S,SIDE SALAD;20;93,93;0,54;1,03;0,19;4,3;2,24;0,02;;0,409420289855072;0,0244625;1,91964285714286
21380;MCDONALD'S,FRUIT 'N YOGURT PARFAIT;105;74,61;0,64;2,73;1,3;20,72;12,83;0,041;;0,520040404040404;0,1077625;1,61496492595479
21381;MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA);90;78,18;0,56;2,47;1,13;17,67;11,9;0,004;;0,55966149506347;0,093;1,48487394957983
21382;MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE);243;46,9;1,93;12,47;7,62;31,08;4,27;1,773;;0,118096540941958;0,2706875;7,27868852459016
21383;BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS;308;48,1;2,12;12,09;21,78;15,9;3,12;8,342;;0,23029937713482;0,3529875;5,09615384615385
21384;BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS;376;35,08;2,75;13,73;25,45;23;3,36;8,595;;0,192264393695722;0,4265625;6,8452380952381
21385;BURGER KING,CROISSAN'WICH W/ EGG & CHS;283;46,4;2,68;10,35;15,78;24,79;4,03;4,766;;0,17274155538099;0,31545;6,15136476426799
21386;BURGER KING,FRENCH TOAST STKS;349;33,57;1,47;6;17,74;41,21;9,89;3,989;;0,213687451886066;0,3694375;4,16683518705763
21387;BURGER KING,HASH BROWN ROUNDS;302;46,34;2,19;2,8;19,3;29,37;0,63;3,285;;0,076063726442588;0,3206375;46,6190476190476
21388;FAST FOODS,MINIATURE CINN ROLLS;403;19,62;2,02;7,02;17,95;53,38;17,98;4,701;;0,289483088704531;0,42355;2,96885428253615
21389;"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO";252;55,29;1,37;13,94;15,66;13,74;3,52;5,773;0,1;0,214420858329488;0,29525;3,90340909090909
21390;"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO";226;57,52;1,45;11,34;12,37;17,33;4;3,972;0,1;0,194249512670565;0,2595625;4,3325
21393;"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU";259;50,3;1,54;12,17;13,3;22,69;;4,24;;0,088039867109635;0,29415;0
21395;"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT";282;47,16;2,44;16,24;16,18;17,97;4,16;6,96;0,2;0,220678706092479;0,3306875;4,31971153846154
21396;"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT";272;50,34;2,05;16,96;16,22;14,43;3,49;6,473;;0,209262759924386;0,3223125;4,13467048710602
21397;"FAST FOODS,CHESEBRGER; SING,LRG PATY; W/ CONDMNT,VEG & MAYO";268;50,92;1,86;13,69;15,8;17,73;4,5;5,746;0,1;0,216984328674291;0,31005;3,94
21398;"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT";269;48,36;2,31;15,21;14,4;19,72;3,6;7,033;0,1;0,215548347861342;0,3130125;5,47777777777778
21399;"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO";253;54,56;1,7;15,5;15,63;12,62;3,61;6,519;0,1;0,23152;0,3005;3,49584487534626
21400;"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU";261;50,54;1,89;11,94;14,1;21,53;3,26;5,045;0,1;0,174584822367038;0,2963625;6,60429447852761
21401;FAST FOODS,CHICK TENDERS;271;46,64;2,92;19,22;13,95;17,25;0,4;2,493;0,2;0,057378024593415;0,3243125;43,125
21402;MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH;183;57,3;1,96;14,16;4,29;22,28;5,01;0,865;;0,144242573041984;0,21495;4,44710578842315
21403;MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH;228;51,98;1,8;12,08;8,68;25,46;5,37;1,409;;0,146668109043704;0,257775;4,74115456238361
21404;MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH;221;52,52;2,38;17,19;8,05;19,87;2,89;2,89;;0,128131234759477;0,26245;6,87543252595156
21405;MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH;250;48,02;2,23;15,38;11,76;22,61;4,99;3,333;;0,16729648241206;0,2985125;4,5310621242485
21406;MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH;204;53,61;2,37;16,7;5,41;21,91;5,2;1,463;;0,151363016810541;0,2406375;4,21346153846154
21407;MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH;244;48,61;2,21;14,7;9,55;24,93;5,53;1,971;;0,152521350142334;0,2808625;4,50813743218806
21410;FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT;295;45,17;2,24;12,98;16,97;22,64;2,87;6,396;0,4;0,176193192622172;0,335725;7,88850174216028
21411;FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT;282;44,9;2,08;15,95;14,07;22,99;2,97;5,419;0,4;0,158253159781173;0,3266;7,74074074074074
21412;LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES;182;61,74;0,96;4,02;6,46;26,82;24,37;3,633;0;0,750750670241287;0,1903;1,10053344275749
21413;LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES;169;63,9;0,92;3,97;5,66;25,55;21,19;2,754;0;0,680613985218874;0,177225;1,2057574327513
21415;POPEYES,BISCUIT;401;26,52;2,81;6;23,71;40,95;3,46;11,515;;0,211930370789697;0,4281625;11,8352601156069
21416;POPEYES,COLESLAW;161;72,84;0,87;0,98;11,18;14,12;10,83;1,887;;0,483904109589041;0,170875;1,30378578024007
21417;POPEYES,MILD CHICK STRIPS,ANALYZED 2006;271;45,18;3,29;19,2;13,01;19,31;0;5,442;;0,105628881987578;0,3225125;0
21418;POPEYES,SPICY CHICK STRIPS,ANALYZED 2006;253;47,11;3,56;19,61;11,2;18,52;0;4,743;;0,096148388404622;0,3040125;0
21419;KFC,BISCUIT;358;28,4;3,5;7,5;17,05;43,55;4,04;11,916;;0,234302496328928;0,3806875;10,779702970297
21420;KFC,COLESLAW;144;73,99;0,81;0,91;8,64;15,65;13,54;1,303;;0,589007936507936;0,150775;1,15583456425406
21421;KFC,CRISPY CHICK STRIPS;274;47,93;2,74;20,25;15,42;13,66;0;2,887;;0,058524224609771;0,3319875;0
21422;KFC,POPCORN CHICK;351;35,62;3,79;17,67;21,74;21,18;0;3,954;;0,065258293447764;0,4072625;0
21424;KFC,FRIED CHICK,ORIGINAL RECIPE,SKN & BREADING;384;35,52;3,51;14,17;28,01;18,79;0;6,343;;0,10403477119895;0,439125;0
21425;KFC,FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT NLY,SKN BRDNG RD;149;66,44;2,28;26,89;4,56;0;;1,03;;0,03275039745628;0,2136625;0
21426;KFC,FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT ONLY,SKN BRG RD;175;63,77;2,16;26,3;7,66;0,11;;1,838;;0,053947754622835;0,2413875;0
21427;KFC,FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY,SKN BRDNG RD;175;65,65;2,25;22,78;9,31;0,01;;2,308;;0,07190031152648;0,2355125;0
21428;KFC,FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY,SKN BRDNG RD;216;56,44;2,67;28,65;10,49;1,76;;2,321;;0,056748166259169;0,2905625;0
21429;KFC,FRIED CHICK,EX CRISPY,SKN & BREADING;464;26,98;2,92;10,96;36,61;22,54;0;7,541;;0,107559549279703;0,519125;0
21430;KFC,FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY,SKN & BRDING RMVD;153;65,71;1,97;27,25;4,82;0,25;;1,196;;0,03700495049505;0,21945;0
21431;KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY,SKN & BRDNG RMVD;170;64,78;2,09;25,9;7,43;0;;1,893;;0,056795679567957;0,236175;0
21432;KFC,FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY,SKN & BRDING RMVD;179;65,68;1,98;22,41;9,96;0;;2,709;;0,083688600556071;0,2396625;0
21433;KFC,FRIED CHICK,EX CRISPY,WING,MEAT ONLY,SKN & BRDING REMOVD;236;53,85;2,39;28,67;12,13;2,97;;2,603;;0,059469956591273;0,311625;0
21434;KFC,FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN W/ BRDING;231;56,16;2,51;21,94;13,11;6,28;0;2,981;;0,072126784418098;0,291775;0
21435;KFC,FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN W/ BRDING;239;55,6;2,49;22,3;14,22;5,39;;3,24;;0,0773085182534;0,3017875;0
21436;KFC,FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN W/ BREADING;269;52,09;2,82;18,9;17,73;8,46;0;4,123;;0,091439343535152;0,32715;0
21437;KFC,FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN W/ BREADING;297;46,4;3,07;21,7;18,9;9,93;0;4,251;;0,084128240649119;0,3618625;0
21438;KFC,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN W/ BREADING;268;51,42;2,32;21,24;16,55;8,47;;3,538;;0,076480760916559;0,3300125;0
21439;KFC,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SKN W/ BREADING;274;51,44;2,38;20,62;17,73;7,96;;3,887;;0,083934355430793;0,336025;0
21440;KFC,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN W/ BREADING;309;47,99;2,41;17,17;22,14;10,3;;4,917;;0,099113082039911;0,3673375;0
21441;KFC,FRIED CHICK,EX CRISPY,WING,MEAT & SKN W/ BREADING;337;41,91;2,62;20,8;23;11,66;;4,796;;0,086476739992788;0,403725;0
21442;POPEYES, CHICK,MILD,BREAST,MEAT ONLY,SKN & BRDING REMOVED;157;64,77;2,26;28,98;4,52;0;;1,368;;0,040835820895522;0,226325;0
21443;POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE;170;64,18;2,13;26,51;7,14;0,04;;2,282;;0,067735233006827;0,2372375;0
21444;POPEYES,FRIED CHICK,MILD,SKN & BREADING;433;29,63;2,55;13,96;32,32;21,54;0;11,75;;0,173252727808906;0,491225;0
21445;POPEYES,FRIED CHCK,MILD,THIGH,MEAT ONLY,SKN & BRDING REMOVED;188;63,18;2;24,31;9,66;0,85;;2,938;;0,084376794945434;0,251725;0
21446;POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN & BRDING REMOVED;212;55,85;2,89;28,94;9,42;2,9;;3,079;;0,07462433349491;0,28595;0
21456;POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING;274;49,48;2,55;21,67;16,47;9,83;0;5,765;;0,120179278715864;0,337;0
21457;POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING;293;48,14;2,44;20,44;19,14;9,84;;6,591;;0,133367057871307;0,35605;0
21458;POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING;310;46,4;2,27;19,14;20,99;11,2;0;7,344;;0,143074225599065;0,371525;0
21459;POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING;338;40,9;2,7;20,4;22,48;13,52;0;8,021;;0,142216312056738;0,403;0
21461;GRILLED CHICK,BACON & TOMO CLB SNDWCH,W/ CHS,LETTUCE,& MAYO;220;52,52;2,38;17,19;8,05;19,87;4,68;3,109;0,1;0,172666814453558;0,26245;4,2457264957265
21462;CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO;257;48,02;2,23;15,38;11,76;22,61;4,99;3,372;0,2;0,16808040201005;0,2985125;4,5310621242485
21463;YOGURT PARFAIT,LOWFAT,W/ FRUIT & GRANOLA;84;78,98;0,8;3,36;1,01;15,86;11,68;0,525;0,1;0,603311913000494;0,090575;1,35787671232877
21464;FAST FOODS,FRIED CHICK,BREAST,MEAT ONLY,SKN & BRDING REMOVED;153;65,61;2,27;27,93;4,54;0;0;1,18;0,1;0,036341238065907;0,2199625;0
21465;FAST FOODS,FRIED CHICK,DRMSTK,MEAT ONLY,SKN & BRDING REMOVED;172;64,24;2,13;26,24;7,41;0;0;2,004;0,1;0,059554234769688;0,2381;0
21466;FAST FOODS,FRIED CHICK,THIGH,MEAT ONLY,SKN & BREDING REMOVED;178;64,96;2,18;23,21;9,41;0,24;0;2,484;0,2;0,075593426658552;0,2400625;0
21467;FAST FOODS,FRIED CHICK,WING,MEAT ONLY,SKN & BREADING REMOVED;215;56,16;2,74;28,77;10,2;2,13;0;2,651;0,1;0,064501216545012;0,2898;0
21468;FAST FOODS,FRIED CHICK,SKN & BREADING FROM ALL PIECES;398;33,87;3,24;14,11;29,22;19,56;0;7,857;0,2;0,124932421688663;0,4537375;0
21469;FAST FOODS,FRIED CHICK,BREAST,MEAT & SKN & BREADING;230;55,45;2,58;23,51;12,44;6,03;0;3,316;0,1;0,078989995235827;0,29395;0
21470;FAST FOODS,FRIED CHICK,DRUMSTK,MEAT & SKN W/ BREADING;267;51,92;2,45;21,13;16,92;7,59;0;4,458;0,1;0,097677475898335;0,329725;0
21471;FAST FOODS,FRIED CHICK,THIGH,MEAT & SKN & BREADING;274;51,37;2,64;19,23;18,07;8,68;0;4,832;0,2;0,105089169204002;0,3334375;0
21472;FAST FOODS,FRIED CHICK,WING,MEAT & SKN & BREADING;310;44,57;3;21,14;20,09;11,19;0;5,358;0,1;0,102212895841282;0,3749875;0
21473;DIGIORNO PIZZA,CHS TOPPING,CHS STUFFED CRUST,FRZ,BKD;279;41,78;3,19;13,48;11,68;29,86;;5,63;;0,102326426753908;0,313025;0
21474;DIGIORNO PIZZA,CHS TOPPING,RISING CRUST,FRZ,BKD;256;43,95;2,87;12,8;8,6;31,78;5;3,514;;0,160097781120722;0,285175;6,356
21475;DIGIORNO PIZZA,CHS TOPPING,THIN CRISPY CRUST,FRZ,BKD;247;48,15;2,51;12,96;9,91;26,47;;4,601;;0,093250912038914;0,2793625;0
21476;DIGIORNO PIZZA,PEPPERONI TOPPING,CHS STUFFED CRUST,FRZ,BKD;279;41,87;3,04;13,92;11,71;29,46;;5,007;;0,090887638409875;0,314575;0
21477;DIGIORNO PIZZA,PEPPERONI TOPPING,RISING CRUST,FRZ,BKD;265;43,32;2,97;12,46;10,11;31,15;5,1;3,761;;0,164947877885331;0,2957875;6,1078431372549
21478;DIGIORNO PIZZA,PEPPERONI TOPPING,THIN CRISPY CRUST,FRZ,BKD;283;42,38;2,88;13,22;12,86;28,67;;4,973;;0,090831050228311;0,3187375;0
21479;DIGIORNO PIZZA,SUPREME TOPPING,RISING CRUST,FRZ,BKD;255;46,8;2,85;11,74;10,68;27,93;4,71;3,965;;0,172293942403178;0,2849125;5,92993630573248
21480;DIGIORNO PIZZA,SUPREME TOPPING,THIN CRISPY CRUST,FRZ,BKD;255;47,31;2,43;11,41;10,8;28,05;;4,377;;0,087087146836451;0,2845;0
21482;"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THICK CRUST";282;43,22;2,41;11,06;12,94;30,36;2,82;4,805;0;0,140268579838116;0,312375;10,7659574468085
21483;"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,THIN CRUST";321;38,83;3,1;13,36;17,71;27;3,02;6,888;0;0,170621663509557;0,36185;8,94039735099338
21484;"FAST FD,PIZZA CHAIN,14"" PIZZA,SAUSAGE TOPPING,REG CRUST";280;43,06;2,47;11,5;12,35;30,62;3,32;5,033;0;0,153350468147604;0,3102;9,22289156626506
21485;"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THIN CRUST";331;36,05;3,33;14,01;17,61;29;3,22;7,115;0;0,17048828769383;0,3724125;9,00621118012422
21486;FAST FOODS,TACO W/ BF,CHS & LETTUCE,SOFT;206;58,78;1,99;9,25;9,75;20,23;1,57;4,155;0,1;0,145934234004588;0,231175;12,8853503184713
21487;FAST FOODS,TACO W/ CHICK,LETTUCE & CHS,SOFT;189;58,42;2,25;13,3;6,35;19,69;1,3;2,559;0,1;0,098093543467209;0,2204625;15,1461538461538
21488;FAST FOODS,QUESADILLA,W/ CHICK;294;42,62;3,05;15,05;15,25;24,04;1,88;6,154;0,2;0,147846889952153;0,3367125;12,7872340425532
21490;FAST FDS,GRILLED CHICK FILET SNDWCH,W/ LETTUCE,TOMATO & SPRD;182;60,44;1,29;17,34;4,57;16,78;3,08;0,949;0,1;0,104135435513052;0,217;5,44805194805195
21491;"PIZZA HUT 14"" PEPPERONI PIZZA,THIN 'N CRISPY CRUST";333;33,57;3,48;14,13;16,17;32,66;2,79;6,674;;0,150317662007624;0,3724875;11,7060931899642
21492;"DOMINO'S 14"" PEPPERONI PIZZA,CRUNCHY THIN CRUST";328;38,53;3,19;13,88;19,05;25,35;3,65;7,557;;0,192295813315031;0,3723125;6,94520547945206
21493;"DOMINO'S 14"" SAUSAGE PIZZA,CRUNCHY THIN CRUST";319;40,38;3,03;12,77;18,52;25,3;3,42;7,079;;0,185527478353066;0,3598875;7,39766081871345
21494;"DOMINO'S 14"" SAUSAGE PIZZA,CLASSIC HAND-TOSSED CRUST";273;43,55;2,32;11,08;11,2;31,84;3,92;4,607;;0,157557280118256;0,30065;8,12244897959184
21495;"DOMINO'S 14"" SAUSAGE PIZZA,ULTIMATE DEEP DISH CRUST";277;43,12;2,65;11,03;12,03;31,17;3,82;4,755;;0,158122810252628;0,306125;8,15968586387435
21496;"PIZZA HUT 14"" SAUSAGE PIZZA,THIN 'N CRISPY CRUST";323;37,28;3,16;13,95;16,9;28,7;2,62;6,698;;0,15647355163728;0,3638125;10,9541984732824
21497;"PIZZA HUT 14"" SAUSAGE PIZZA,HAND-TOSSED CRUST";287;42,57;2,62;11,92;13,5;29,39;2,72;5,459;;0,14922459405218;0,3197125;10,8051470588235
21498;"PIZZA HUT 14"" SAUSAGE PIZZA,PAN CRUST";287;43,33;2,18;11,08;13,85;29,56;1,82;4,855;;0,12249954120022;0,3186;16,2417582417582
21499;KASHI PIZZA,RSTD VEG,FRZ,UNPREP;224;51,6;3;12,5;8,4;24,5;2,9;3,3;;0,136563876651982;0,254;8,44827586206897
21500;KASHI PIZZA,MUSHROOM TRIO & SPINACH,FRZ,UNPREP;222;51,6;2,8;12,7;8,3;24,6;2,3;4;;0,138157894736842;0,254625;10,695652173913
21501;KASHI PIZZA,MARGHERITA,FRZ,UNPREP;230;49,9;3,2;12,8;8,4;25,7;3,3;3,5;;0,14498933901919;0,260375;7,78787878787879
21503;KASHI PIZZA,MEDITERRANEAN,FRZ,UNPREP;231;46,4;2,4;12,7;7,5;31;2,8;3,2;;0,1171875;0,270625;11,0714285714286
21505;PIZZA,CHS TOPPING,THIN CRUST,FRZ,CKD;263;46,01;2,21;11,91;11,07;28,8;3,71;5,698;0;0,181691772885284;0,2931375;7,76280323450135
21506;BURGER KING,DOUBLE CHEESEBURGER;282;47,37;2,23;16,83;16,13;17,43;4,17;6,922;;0,220123040285771;0,33185;4,17985611510791
21507;WENDY'S,DOUBLE STACK,W/ CHS;285;47,58;1,94;18,53;16,6;15,35;3,87;6,851;;0,212381141045959;0,339375;3,96640826873385
21508;WEND'YS,CRISPY CHICK SNDWCH;278;45,92;2,06;11,72;13,93;26,36;3,13;2,641;;0,110959430878677;0,3114;8,42172523961661
21509;BURGER KING,ONION RINGS;417;24,52;2,82;3,86;25,23;43,58;5,43;4,194;;0,132434292004954;0,43985;8,02578268876611
21510;WENDY'S,DAVE'S HOT 'N JUICY 1/4 LB,SINGLE;268;50,92;1,86;13,69;15,8;17,73;4,5;5,746;;0,216984328674291;0,31005;3,94
21511;"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,STUFFED CRUST";274;43,37;2,76;12,23;11,63;30;2,9;5,825;0;0,161994058670628;0,3052375;10,3448275862069
21512;"PIZZA HUT 14"" CHS PIZZA,STUFFED CRUST";274;43,37;2,76;12,23;11,63;30;2,9;5,825;;0,161994058670628;0,3052375;10,3448275862069
21513;KASHI PIZZA,GREEK TZATZIKI,SINGLE SERVE,FRZ,UNPREP;203;46,3;6,3;11,1;6,6;29,7;2,7;2,3;;0,105485232067511;0,24675;11
21514;KASHI PIZZA,TIKKA MASALA,SINGLE SERVE,FRZ,UNPREP;191;49;5,4;10,2;5,9;29,5;4;2,1;;0,133771929824561;0,233375;7,375
21515;MORNINGSTAR FARMS PIZZA,BAJA BLACK BEAN,SINGLE SERVE,FRZ,UNP;235;44,9;0,7;10,6;6,9;36,9;3,3;2,7;;0,110294117647059;0,273625;11,1818181818182
21516;KASHI PIZZA,MUSHROOM & SPINACH,SINGLE SERVE,FRZ,UNPREP;229;45,2;1,6;10,7;6;36,5;2,5;2,3;;0,090225563909775;0,26375;14,6
21517;FAST FOODS,CRISPY CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU;275;47,88;2,32;11,48;15,1;23,22;2,48;3,837;0,1;0,126847389558233;0,309825;9,36290322580645
21518;FAST FOODS,GRILLED CHICK IN TORTILLA,W/ LTTC,CHS,& RANCH SAU;222;55,17;2,31;13,77;10,31;18,43;1,53;3,363;0;0,115102328863797;0,258275;12,0457516339869
21519;FAST FOODS,BRKFST BURRITO,W/ EGG,CHS,& SAUSAGE;277;47,55;2,75;11,1;15,63;22,97;2,57;6,404;0,8;0,18056338028169;0,3118125;8,93774319066148
21520;FAST FOODS,BREADSTICK,SOFT,PREP W/ GARLIC & PARMESAN CHS;343;28,38;2,05;12,2;12,88;44,48;1,11;2,966;0;0,058596894767108;0,37185;40,0720720720721
21521;FAST FOODS,STRWBY BANANA SMTH MADE W/ ICE & LOW-FAT YOGURT;65;83,61;0,33;0,86;0,14;15,05;12,68;0;0;0,790031152647975;0,0632125;1,18690851735016
21522;MCDONALD'S,SOUTHERN STYLE CHICK BISCUIT;304;39,4;3,17;11,93;14,93;30,56;2,62;5,712;;0,145106234761407;0,3384625;11,6641221374046
21523;MCDONALD'S,RANCH SNACK WRAP,CRISPY;275;47,88;2,32;11,48;15,1;23,22;2,48;3,837;;0,126847389558233;0,309825;9,36290322580645
21524;MCDONALD'S,RANCH SNACK WRAP,GRILLED;222;55,17;2,31;13,77;10,31;18,43;1,53;3,363;;0,115102328863797;0,258275;12,0457516339869
21525;PIZZA HUT,BREADSTICK,PARMESAN GARLIC;343;28,38;2,05;12,2;12,88;44,48;1,11;2,966;;0,058596894767108;0,37185;40,0720720720721
21526;CHICK-FIL-A,CHICK SNDWCH;249;48,94;2,7;16,28;11,19;20,89;3,64;2,123;;0,119168734491315;0,2919875;5,73901098901099
21527;ARBY'S,RST BF SNDWCH,CLASSIC;242;49,91;2,41;15,17;10,3;22,21;3,84;3,399;;0,15182466442953;0,2811;5,78385416666667
21600;SCHOOL LUNCH,PIZZA,CHS TOPPING,THIN CRUST,WHL GRAIN,FRZ,CKD;247;45,64;2,43;12,72;7,91;31,31;7,12;4;0;0,214093184443589;0,2760125;4,39747191011236
21601;SCHOOL LUNCH,PIZZA,CHS TOPPING,THICK CRUST,WHL GRAIN,FRZ,CKD;254;45,73;2,29;14,62;9,27;28,08;5,02;4,358;0;0,180450259765249;0,289375;5,59362549800797
21602;SCHOOL LUNCH,PIZZA,PEPPI TOPPING,THIN CRUST,WHL GRN,FRZ,CKD;254;44,88;2,48;12,78;8,62;31,24;7,62;2,81;0;0,19813829787234;0,283225;4,0997375328084
